HashCommit, Date, Project Name, Package Name, Type Name, Method Name, LOC, CC, PC
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,JavaWriter,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,setCompressingTypes,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,isCompressingTypes,3,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,setIndent,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,getIndent,3,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitPackage,15,3,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitImports,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitImports,7,2,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitImports,15,4,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitStaticImports,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitStaticImports,15,4,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitCompressedType,9,2,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,compressType,38,8,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,isClassInPackage,11,4,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,isAmbiguous,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginInitializer,12,2,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,endInitializer,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginType,3,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginType,3,1,3
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginType,26,5,5
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,endType,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitField,3,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitField,3,1,3
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitField,19,3,4
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginMethod,3,1,4
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginMethod,44,9,5
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginConstructor,4,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginConstructor,4,1,3
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitJavadoc,17,3,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitSingleLineComment,7,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitEmptyLine,4,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitEnumValue,6,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitEnumValue,3,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitLastEnumValue,6,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitEnumValues,13,3,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotation,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotation,3,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotation,3,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotation,10,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotation,3,1,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotation,44,7,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,containsArray,8,3,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitAnnotationValue,26,4,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitStatement,13,2,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,beginControlFlow,8,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,nextControlFlow,9,1,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,endControlFlow,3,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,endControlFlow,13,2,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,endMethod,11,3,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,endConstructor,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,stringLiteral,39,10,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,type,18,4,2
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,close,3,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,emitModifiers,8,3,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,indent,5,2,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,hangingIndent,5,2,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,checkInMethod,5,2,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriter,popScope,5,2,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,typeDeclaration,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,enumDeclaration,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,enumDeclarationWithMethod,9,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,enumDeclarationWithAnnotationAndMethod,15,2,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,fieldDeclaration,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,fieldDeclarationWithInitialValue,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,fieldDeclarationWithWrappingInitialValue,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,abstractMethodDeclaration,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,abstractMethodDeclarationWithThrows,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,nonAbstractMethodDeclaration,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,nonAbstractMethodDeclarationWithThrows,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,constructorDeclaration,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,simpleConstructor,9,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,constructorDeclarationInNestedTypes,12,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,constructorDeclarationWithThrows,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,statement,9,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,statementPrecededByComment,10,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,multiLineStatement,10,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,addImport,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,addImportAsClass,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,addStaticImport,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,addStaticWildcardImport,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,emptyImports,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,emptyStaticImports,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,addImportFromSubpackage,7,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,ifControlFlow,11,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,doWhileControlFlow,11,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,tryCatchFinallyControlFlow,15,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedType,9,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedMember,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedWithSingleAttribute,9,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedWithSingleValueAttribute,9,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedWithTwoNonArrayAttributes,10,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedWithThreeNonArrayAttributes,11,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,annotatedWithAttributes,11,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,parameterizedType,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,eolComment,4,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,javadoc,4,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,multilineJavadoc,4,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,multilineJavadocDoesNotEmitTrailingSpaceForEmptyLines,4,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,testStringLiteral,17,3,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,checkCharEscape,24,6,1
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,testType,27,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressType,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressDeeperType,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressNestedType,5,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressWildcardType,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressSimpleNameCollisionInSamePackage,6,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressJavaLangClass,5,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,compressJavaLangSubPackageClass,5,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,configurableIndent,8,1,0
5eeae81953555b45b098b53dcda9dedaac3faed1,Sat Jan 11 08:39:35 CET 2014,javapoet-clone0,com.squareup.javawriter,JavaWriterTest,assertCode,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,JavaWriter,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitPackage,15,3,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitImports,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitImports,15,4,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitStaticImports,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitStaticImports,15,4,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitType,4,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,compressType,38,8,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,isClassInPackage,12,4,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,isAmbiguous,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,beginType,3,1,3
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,beginType,25,5,5
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,endType,6,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitField,3,1,3
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitField,13,2,4
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,beginMethod,31,5,4
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitJavadoc,14,2,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitEndOfLineComment,6,1,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitEmptyLine,4,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitEnumValue,6,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotation,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotation,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotation,3,1,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotation,10,1,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotation,3,1,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotation,30,4,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitAnnotationValue,26,4,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,emitStatement,13,2,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,beginControlFlow,8,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,nextControlFlow,9,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,endControlFlow,3,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,endControlFlow,13,2,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,endMethod,11,3,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,stringLiteral,34,9,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,type,18,4,2
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,close,3,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,modifiers,31,10,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,indent,5,2,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,hangingIndent,5,2,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,checkInMethod,6,2,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,pushScope,3,1,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,peekScope,3,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,popScope,3,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriter,popScope,5,2,1
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriterTest,typeDeclaration,6,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriterTest,enumDeclaration,8,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriterTest,fieldDeclaration,7,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriterTest,fieldDeclarationWithInitialValue,7,1,0
fee0bc45e6885e614157dfc2f54e871f1079eba6,Wed May 08 22:25:47 CEST 2013,javapoet-clone2,com.squareup.java,JavaWriterTest,abstractMethodDeclaration,8,1,0
