,ar1,et1,it1,gf1,se1,mg1,ro1
Deficient Encapsulation,0.6,1.0,0.4,0.1,0.1,0.0,0.0
Unutilized Abstraction,0.2,0.4,0.4,0.1,0.1,0.0,0.0
Feature Envy,0.07,0.19,0.15,0.04,0.04,0.0,0.0
Broken Hierarchy,0.33,0.83,0.67,0.17,0.17,0.0,0.0
Broken Modularization,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insufficient Modularization,0.0,0.0,0.0,0.0,0.0,0.0,0.0
